src,dst
5991,9139
5991,12259
5991,13456
5991,14208
5991,14620
5991,15215
5992,6506
5992,9197
5992,9771
5992,9811
5992,10247
5992,11893
5992,13260
5992,13592
5992,14548
5992,14777
5993,9811
5994,6058
5994,6840
5994,8479
5994,9014
5994,9139
5994,10014
5994,10459
5994,10561
5994,10772
5994,11538
5994,14146
5994,14627
5995,9583
5995,14131
5995,14677
5996,6074
5996,12973
5996,14872
5996,14960
5996,14999
5996,15142
5997,11021
5997,14694
5998,6106
5998,6519
5998,6659
5998,6894
5998,6948
5998,8403
5998,8936
5998,8990
5998,9438
5998,9772
5998,9937
5998,9998
5998,10539
5998,10712
5998,10911
5998,10919
5998,11235
5998,11391
5998,12113
5998,12621
5998,12623
5998,12701
5998,12715
5998,13301
5998,13365
5998,13454
5998,13789
5998,13793
5998,13798
5998,13975
5998,14208
5998,14395
5998,14551
5998,14552
5998,14681
5999,7496
5999,8207
5999,8410
5999,8420
5999,8711
5999,9013
5999,9026
5999,9139
5999,9249
5999,9270
5999,9326
5999,9945
5999,10554
5999,10695
5999,10955
5999,10984
5999,11432
5999,11682
5999,11850
5999,12013
5999,12477
5999,12637
5999,14441
6000,6135
6000,7121
6000,7899
6000,10554
6001,7548
6001,9248
6001,10530
6001,12797
6001,13342
6001,14548
6002,7861
6002,8190
6002,8675
6002,9686
6002,10907
6002,13054
6002,13213
6002,13385
6002,14395
6002,14503
6003,7548
6003,10765
6004,6712
6004,7550
6004,8101
6004,8935
6004,9082
6004,9207
6004,9532
6004,9630
6004,9804
6004,10253
6004,10849
6004,11432
6004,12573
6004,13456
6004,13500
6004,14428
6005,7404
6005,8127
6005,9446
6005,10987
6005,13000
6005,13684
6005,14391
6006,6324
6006,9089
6006,9790
6006,12797
6008,12106
6008,14625
6009,6891
6009,7398
6009,7675
6009,7809
6009,7973
6009,8218
6009,8368
6009,8445
6009,8840
6009,9028
6009,9064
6009,9486
6009,9541
6009,11215
6009,11373
6009,11396
6009,11468
6009,12079
6009,12398
6009,12758
6009,13065
6009,13243
6010,6538
6010,11621
6010,12710
6010,14051
6010,14368
6011,7209
6011,7610
6012,6143
6012,6336
6012,8614
6012,9611
6012,9682
6012,11502
6012,12241
6012,13285
6012,14002
6013,6644
6013,7108
6013,7359
6013,8098
6013,10238
6013,10298
6013,12010
6013,12671
6013,13084
6013,13231
6013,13380
6013,13932
6013,14613
6013,14931
6013,15116
6014,7544
6014,10919
6014,13059
6014,14611
6014,14758
6016,6016
6016,6171
6016,6380
6016,7032
6016,7186
6016,7338
6016,7541
6016,7592
6016,8325
6016,9022
6016,9402
6016,9545
6016,9713
6016,9902
6016,10089
6016,10095
6016,10258
6016,10561
6016,10641
6016,10772
6016,11260
6016,11296
6016,11432
6016,11458
6016,12171
6016,12573
6016,12973
6016,13149
6016,13456
6016,13673
6016,14208
6016,14211
6016,14331
6016,14482
6016,14813
6016,14999
6016,15202
6016,15253
6016,15409
6017,7716
6017,11267
6017,12770
6017,13930
6018,7279
6018,7563
6018,8361
6018,9096
6018,9139
6018,9423
6018,9945
6018,10298
6018,12564
6018,13400
6018,14545
6018,15398
6019,8227
6019,10903
6019,12942
6019,13458
6019,14937
6020,6278
6020,13242
6020,14685
6020,14819
6021,9101
6021,11021
6021,15044
6022,15088
6023,10131
6023,10630
6025,14075
6026,6044
6026,6547
6026,7592
6026,9028
6026,9594
6026,9902
6026,10511
6026,10695
6026,11432
6026,11458
6026,11734
6026,12573
6026,12879
6026,13009
6026,13276
6026,13439
6026,14134
6028,6981
6028,8244
6028,8536
6028,13023
6028,15258
6029,6859
6029,7580
6029,7766
6029,7986
6029,8360
6029,8623
6029,9110
6029,9369
6029,9442
6029,9766
6029,9881
6029,9911
6029,10731
6029,10894
6029,11385
6029,11429
6029,11439
6029,12091
6029,12827
6029,12948
6029,13369
6029,15111
6029,15365
6030,14146
6030,14580
6031,7338
6031,7847
6031,9139
6031,9339
6031,11024
6031,11592
6031,12041
6032,12840
6033,7015
6034,6502
6034,6565
6034,7338
6034,7526
6034,8294
6034,8545
6034,8770
6034,9028
6034,9073
6034,9598
6034,10087
6034,11437
6034,12081
6034,12939
6034,13109
6034,13181
6034,13243
6034,13365
6034,13440
6034,13454
6034,14208
6034,14237
6034,14620
6035,6321
6035,7905
6035,8018
6035,9885
6035,10099
6035,11248
6035,11385
6035,13042
6035,13084
6035,14242
6035,14659
6036,6287
6036,6369
6036,6704
6036,6940
6036,7150
6036,7587
6036,7611
6036,7718
6036,7753
6036,7766
6036,7832
6036,7861
6036,7899
6036,7988
6036,8018
6036,8344
6036,8370
6036,8595
6036,8606
6036,8660
6036,8797
6036,9247
6036,9465
6036,9643
6036,9758
6036,9837
6036,9864
6036,9874
6036,10399
6036,10554
6036,10644
6036,10722
6036,10731
6036,10849
6036,10894
6036,11059
6036,11335
6036,11340
6036,11385
6036,11777
6036,12054
6036,12227
6036,12422
6036,12526
6036,12948
6036,13277
6036,13698
6036,13872
6036,14127
6036,14265
6036,14535
6036,14545
6036,14659
6036,14747
6036,14962
6036,15111
6036,15300
6038,8795
6038,9446
6038,9891
6038,10365
6038,10465
6038,11318
6038,11878
6038,11908
6038,11955
6038,12493
6038,13492
6038,13792
6038,13800
6038,15258
6040,6690
6040,7025
6040,9194
6040,10001
6040,10327
6040,13456
6040,13910
6041,6305
6041,9139
6041,14205
6041,15199
6042,6060
6042,6569
6042,6723
6042,7075
6042,7287
6042,7471
6042,7498
6042,7612
6042,8856
6042,8992
6042,9302
6042,9325
6042,9802
6042,9811
6042,9823
6042,10382
6042,11832
6042,12433
6042,12974
6042,13521
6042,13611
6042,14001
6042,14024
6042,14239
6042,14255
6042,14526
6042,15088
6042,15118
6042,15141
6042,15299
6043,6210
6044,6058
6044,6276
6044,6412
6044,6547
6044,6644
6044,6824
6044,6850
6044,6880
6044,7161
6044,7273
6044,7509
6044,7532
6044,7592
6044,7645
6044,7658
6044,7811
6044,7860
6044,8105
6044,8213
6044,8224
6044,8417
6044,8502
6044,8517
6044,8765
6044,8767
6044,8802
6044,8845
6044,8943
6044,8972
6044,9125
6044,9139
6044,9170
6044,9233
6044,9291
6044,9326
6044,9352
6044,9402
6044,9594
6044,9633
6044,9643
6044,9749
6044,9783
6044,9902
6044,10046
6044,10093
6044,10096
6044,10245
6044,10503
6044,10567
6044,10695
6044,10772
6044,10849
6044,10884
6044,10899
6044,10972
6044,11040
6044,11060
6044,11108
6044,11295
6044,11296
6044,11336
6044,11432
6044,11470
6044,11514
6044,11575
6044,11707
6044,11821
6044,11834
6044,11981
6044,12171
6044,12393
6044,12400
6044,12534
6044,12573
6044,12575
6044,12678
6044,12818
6044,12977
6044,13009
6044,13115
6044,13159
6044,13243
6044,13330
6044,13472
6044,13482
6044,13494
6044,13566
6044,13571
6044,13677
6044,13864
6044,14043
6044,14065
6044,14100
6044,14134
6044,14146
6044,14208
6044,14334
6044,14482
6044,14545
6044,14610
6044,14627
6044,14996
6044,15005
6044,15011
6044,15035
6044,15268
6045,6074
6045,8325
6045,10527
6045,13518
6046,6178
6046,7338
6046,7595
6046,10695
6046,11318
6047,7141
6047,11901
6048,6271
6048,6320
6048,6633
6048,6651
6048,6902
6048,6906
6048,7023
6048,7154
6048,7179
6048,7183
6048,7271
6048,7273
6048,7334
6048,7338
6048,7532
6048,7557
6048,7597
6048,7915
6048,8013
6048,8080
6048,8410
6048,8586
6048,8681
6048,8709
6048,9144
6048,9169
6048,9463
6048,9513
6048,9583
6048,9607
6048,9611
6048,9684
6048,10796
6048,11054
6048,11152
6048,11310
6048,11370
6048,11463
6048,11633
6048,11773
6048,12079
6048,12132
6048,12165
6048,12337
6048,12360
6048,13031
6048,13159
6048,13251
6048,13301
6048,13553
6048,13766
6048,13923
6048,14298
6048,14367
6048,14656
6048,15005
6048,15168
6048,15171
6049,13413
6049,14741
6050,7072
6051,8947
6051,10519
6052,7653
6053,6058
6053,6630
6053,7838
6053,9387
6053,10123
6053,10476
6053,12145
6054,9523
6055,6367
6055,9137
6055,13314
6056,14872
6058,6067
6058,6164
6058,6166
6058,6196
6058,6393
6058,6412
6058,6414
6058,6431
6058,6471
6058,6510
6058,6604
6058,6685
6058,6711
6058,6850
6058,6853
6058,6935
6058,6981
6058,7003
6058,7097
6058,7217
6058,7242
6058,7266
6058,7469
6058,7509
6058,7544
6058,7573
6058,7592
6058,7597
6058,7611
6058,7620
6058,7658
6058,7692
6058,7734
6058,7753
6058,7765
6058,7811
6058,7836
6058,7899
6058,7935
6058,8028
6058,8072
6058,8081
6058,8302
6058,8322
6058,8324
6058,8399
6058,8479
6058,8492
6058,8502
6058,8534
6058,8550
6058,8559
6058,8564
6058,8660
6058,8707
6058,8725
6058,8733
6058,8754
6058,8777
6058,8845
6058,8846
6058,8884
6058,8943
6058,8972
6058,9040
6058,9073
6058,9137
6058,9139
6058,9150
6058,9169
6058,9197
6058,9204
6058,9207
6058,9219
6058,9227
6058,9228
6058,9235
6058,9276
6058,9366
6058,9515
6058,9532
6058,9566
6058,9587
6058,9598
6058,9607
6058,9628
6058,9643
6058,9816
6058,9837
6058,9849
6058,9938
6058,9940
6058,9970
6058,10091
6058,10141
6058,10173
6058,10184
6058,10244
6058,10307
6058,10313
6058,10331
6058,10379
6058,10409
6058,10492
6058,10633
6058,10695
6058,10752
6058,10832
6058,10853
6058,10899
6058,11064
6058,11082
6058,11153
6058,11166
6058,11183
6058,11278
6058,11295
6058,11365
6058,11463
6058,11474
6058,11514
6058,11592
6058,11632
6058,11697
6058,11761
6058,11785
6058,11850
6058,11875
6058,11912
6058,11930
6058,11931
6058,11963
6058,12041
6058,12196
6058,12238
6058,12281
6058,12357
6058,12368
6058,12411
6058,12472
6058,12488
6058,12510
6058,12579
6058,12637
6058,12834
6058,12842
6058,12891
6058,12909
6058,13121
6058,13126
6058,13159
6058,13173
6058,13190
6058,13238
6058,13301
6058,13333
6058,13402
6058,13433
6058,13473
6058,13503
6058,13520
6058,13535
6058,13587
6058,13605
6058,13629
6058,13634
6058,13695
6058,13764
6058,13766
6058,13803
6058,13809
6058,13835
6058,13985
6058,13987
6058,14043
6058,14057
6058,14065
6058,14088
6058,14130
6058,14146
6058,14150
6058,14205
6058,14235
6058,14281
6058,14370
6058,14402
6058,14482
6058,14620
6058,14627
6058,14639
6058,14650
6058,14670
6058,14694
6058,14722
6058,14749
6058,14786
6058,14820
6058,14825
6058,14918
6058,14947
6058,14963
6058,15015
6058,15030
6058,15052
6058,15150
6058,15157
6058,15222
6058,15243
6058,15278
6058,15347
6058,15355
6058,15416
6059,6360
6060,7075
6060,7287
6060,7612
6060,10869
6060,12119
6060,13112
6060,14183
6060,14506
6060,15141
6061,8822
6061,10634
6062,15243
6063,7557
6063,7783
6063,8507
6063,10669
6063,11057
6063,11621
6063,11751
6063,15142
6064,7159
6064,10222
6064,11494
6064,12814
6066,7411
6066,9139
6066,9607
6067,6918
6067,9150
6067,10001
6067,11432
6068,6746
6068,7145
6068,7170
6068,7175
6068,8664
6068,8953
6068,10330
6068,13073
6068,14704
6069,6506
6069,7523
6069,12924
6069,13285
6070,7338
6070,8213
6071,7661
6071,8504
6072,12468
6072,12797
6074,6074
6074,6398
6074,6404
6074,6417
6074,6546
6074,6694
6074,6848
6074,6853
6074,7207
6074,7338
6074,7348
6074,7375
6074,7422
6074,7469
6074,7677
6074,7822
6074,8126
6074,8224
6074,8325
6074,8600
6074,8683
6074,8970
6074,9014
6074,9029
6074,9295
6074,9622
6074,9788
6074,9860
6074,9926
6074,10527
6074,10566
6074,10864
6074,11491
6074,11514
6074,11634
6074,11693
6074,11799
6074,12032
6074,12190
6074,12278
6074,12395
6074,12657
6074,12843
6074,12889
6074,12933
6074,13050
6074,13147
6074,13159
6074,13242
6074,13289
6074,13348
6074,13378
6074,13471
6074,13518
6074,13756
6074,13864
6074,13890
6074,14785
6074,14872
6074,15029
6074,15055
6074,15158
6074,15318
6074,15378
6075,6459
6075,8435
6075,8517
6075,8638
6075,9028
6075,10695
6075,10772
6075,11305
6075,12599
6075,13243
6075,13599
6076,9302
6077,8517
6077,10327
6077,11460
6077,11798
6077,13243
6077,14376
6079,12452
6080,7291
6080,12495
6080,15142
6081,6891
6081,7157
6081,7161
6081,7338
6081,8069
6081,8614
6081,8999
6081,9598
6081,9611
6081,9630
6081,10131
6081,11040
6081,11086
6081,13149
6081,13365
6081,14013
6081,14019
6081,14208
6081,14395
6082,6446
6082,6934
6082,7332
6082,7411
6082,7636
6082,7712
6082,7899
6082,8974
6082,9091
6082,9139
6082,9215
6082,10458
6082,11108
6082,11834
6082,12227
6082,12470
6082,12621
6082,12875
6082,13084
6083,6259
6083,9139
6083,12131
6083,14237
6084,6483
6084,7246
6084,7361
6084,7839
6084,8667
6084,9019
6084,9366
6084,9412
6084,9414
6084,9611
6084,9938
6084,10179
6084,10464
6084,11256
6084,11751
6084,11846
6084,12238
6084,13054
6084,13065
6084,13128
6084,13606
6084,13677
6084,14022
6084,14503
6084,14651
6084,14677
6084,14846
6084,14994
6084,15000
6084,15084
6086,6707
6086,7175
6086,10869
6086,14802
6087,6690
6087,6814
6087,6882
6087,6910
6087,7003
6087,7057
6087,7161
6087,7443
6087,7469
6087,7526
6087,7662
6087,7856
6087,8069
6087,8206
6087,8471
6087,8818
6087,8897
6087,8943
6087,8968
6087,9073
6087,9170
6087,9216
6087,9244
6087,10272
6087,10301
6087,10327
6087,10491
6087,10601
6087,11059
6087,11147
6087,11277
6087,11332
6087,11514
6087,11592
6087,11726
6087,12013
6087,12064
6087,12108
6087,12149
6087,12265
6087,12437
6087,12559
6087,12920
6087,13372
6087,13382
6087,13770
6087,13966
6087,14043
6087,14100
6087,14208
6087,14303
6087,14945
6087,14973
6087,15011
6087,15119
6088,6260
6089,7338
6089,7526
6089,8415
6089,9023
6089,9949
6089,12052
6089,13159
6089,14570
6090,9248
6091,11267
6091,14525
6093,6277
6093,6341
6093,6712
6093,7305
6093,7548
6093,7650
6093,9177
6093,9752
6093,9943
6093,10421
6093,10516
6093,10702
6093,10869
6093,11103
6093,11352
6093,11917
6093,12071
6093,12129
6093,12810
6093,13124
6093,13779
6093,14056
6093,14216
6093,14520
6093,14656
6094,8536
6094,9139
6094,9492
6094,10617
6094,10772
6094,11432
6094,11592
6094,14945
6095,9139
6095,9446
6095,12357
6096,8051
6097,6181
6097,8511
6097,9183
6097,9477
6097,9664
6097,10045
6097,10310
6097,10519
6097,11432
6097,12357
6097,12808
6097,13456
6097,14376
6097,14989
6098,10131
6098,14832
6098,15346
6099,7618
6099,9150
6099,13215
6101,10091
6103,9031
6103,9190
6103,9949
6103,11487
6103,12052
6103,12452
6103,14872
6104,7161
6104,12776
6104,14252
6104,14464
6105,10001
6106,6377
6106,6426
6106,6727
6106,6894
6106,7477
6106,7526
6106,7675
6106,7906
6106,7979
6106,8180
6106,8670
6106,8771
6106,8990
6106,9438
6106,9772
6106,10052
6106,10458
6106,10712
6106,10869
6106,10919
6106,11638
6106,12145
6106,12240
6106,12522
6106,12637
6106,12638
6106,12772
6106,12942
6106,13243
6106,13257
6106,13599
6106,13930
6106,14132
6106,14505
6107,7192
6107,7455
6107,9138
6107,9661
6107,11408
6107,12227
6107,12362
6107,14837
6108,8069
6108,14303
6109,7338
6110,9394
6110,14751
6111,7256
6111,8144
6111,8667
6111,9458
6111,9461
6111,9607
6111,10238
6111,10511
6111,10723
6111,11393
6111,11413
6111,11460
6111,11783
6111,11834
6111,12406
6111,12514
6111,13380
6111,13591
6111,14082
6111,14636
6111,15247
6112,7672
6112,10869
6112,13779
6113,6288
6113,6377
6113,6582
6113,9201
6113,11879
6113,14208
6114,9719
6115,6837
6115,7010
6115,7114
6115,7240
6115,7439
6115,7548
6115,7607
6115,7675
6115,8043
6115,8172
6115,8411
6115,8429
6115,8741
6115,9810
6115,9943
6115,9961
6115,10035
6115,10092
6115,10262
6115,10299
6115,10869
6115,10981
6115,11053
6115,11313
6115,11338
6115,11462
6115,11469
6115,11713
6115,12410
6115,12778
6115,12834
6115,12876
6115,12966
6115,13024
6115,13036
6115,13204
6115,13440
6115,13779
6115,14362
6115,14520
6115,14664
6115,14802
6115,14988
6115,15331
6115,15348
6116,7331
6117,6565
6117,6853
6117,9630
6117,10173
6117,11703
6117,12129
6117,14208
6117,14395
6117,14823
6118,9045
6118,10570
6119,6740
6119,7899
6119,8801
6119,10571
6119,11385
6119,11638
6119,14954
6119,15366
6120,6305
6120,6360
6120,6665
6120,7611
6120,7899
6120,8361
6120,8410
6120,8801
6120,9156
6120,9566
6120,9693
6120,9795
6120,10113
6120,10667
6120,10668
6120,10984
6120,11553
6120,11773
6120,11850
6120,12091
6120,13074
6120,13095
6120,13985
6120,13987
6120,14636
6120,14813
6120,14931
6120,14998
6121,15046
6122,6163
6122,6346
6122,6644
6122,7183
6122,7273
6122,7338
6122,10238
6122,11776
6122,12227
6122,12283
6122,12300
6122,13159
6122,13324
6122,14146
6123,6531
6123,6547
6123,6712
6123,7159
6123,7494
6123,7550
6123,8733
6123,8990
6123,9446
6123,9804
6123,10695
6123,10869
6123,10889
6123,14022
6123,14428
6123,14656
6124,11457
6124,13414
6125,10341
6125,12106
6125,12170
6126,10327
6126,14043
6127,10720
6128,6309
6128,8069
6128,8650
6128,9628
6128,10131
6128,10584
6128,11717
6128,12939
6128,13005
6128,13241
6128,14694
6128,14860
6129,8781
6129,13334
6131,7935
6131,8725
6131,11003
6131,11157
6131,14899
6132,7840
6132,10668
6132,10713
6132,12362
6132,14998
6133,7411
6133,7688
6133,7858
6133,8192
6133,9139
6133,9389
6133,9446
6133,10696
6133,11821
6133,12264
6133,12357
6133,13930
6133,14237
6133,14471
6133,14545
6133,14884
6134,6350
6134,8072
6134,8262
6134,11295
6134,11592
6134,12357
6134,12621
6134,13535
6134,14552
6135,7099
6135,7712
6135,7863
6135,11787
6136,6486
6136,7691
6137,6866
6137,15046
6138,6291
6138,13565
6138,14082
6138,14784
6139,10746
6140,6740
6140,10731
6141,6343
6141,13059
6142,6853
6142,7753
6142,8145
6142,8707
6142,15055
6143,6214
6143,6438
6143,6788
6143,7103
6143,7539
6143,7893
6143,8131
6143,8611
6143,8747
6143,8994
6143,9069
6143,9939
6143,10444
6143,13341
6143,13593
6143,13670
6143,13768
6143,14343
6143,14688
6143,15153
6143,15227
6144,9611
6145,6276
6145,7499
6145,7627
6145,8517
6145,8586
6145,8638
6145,8935
6145,10393
6145,10667
6145,10669
6145,10772
6145,11225
6145,11290
6145,12522
6145,13243
6145,13439
6145,13637
6145,13737
6145,14134
6145,14620
6146,7429
6146,9611
6146,11803
6146,13702
6146,13859
6146,14237
6147,8291
6148,6651
6148,10557
6148,10964
6148,14923
6149,7541
6149,10095
6150,6451
6150,6498
6150,7036
6150,7338
6150,7548
6150,8517
6150,8598
6150,8833
6150,9028
6150,10346
6150,10864
6150,10869
6150,11119
6150,12106
6150,12110
6150,13440
6150,13779
6150,13815
6150,13993
6150,14208
6150,15233
6151,6210
6151,6412
6151,6431
6151,6546
6151,6745
6151,6853
6151,7003
6151,7157
6151,7224
6151,7658
6151,7846
6151,8035
6151,8068
6151,8072
6151,8325
6151,8619
6151,8641
6151,8650
6151,8683
6151,8962
6151,9492
6151,9611
6151,9870
6151,10021
6151,10177
6151,10218
6151,10327
6151,10496
6151,10601
6151,10617
6151,11050
6151,11108
6151,11157
6151,11295
6151,11432
6151,11445
6151,11450
6151,11514
6151,11592
6151,11717
6151,11760
6151,11786
6151,11930
6151,12066
6151,12357
6151,12428
6151,12448
6151,12532
6151,12621
6151,12870
6151,12896
6151,12973
6151,13064
6151,13218
6151,13240
6151,13409
6151,13421
6151,13424
6151,13441
6151,13454
6151,13489
6151,13535
6151,13605
6151,13757
6151,13798
6151,13815
6151,13966
6151,14115
6151,14165
6151,14169
6151,14208
6151,14222
6151,14237
6151,14553
6151,14578
6151,14620
6151,14754
6151,14758
6151,15011
6151,15400
6153,7244
6153,12957
6154,6432
6154,6690
6154,6882
6154,6946
6154,7967
6154,11592
6154,14043
6154,14678
6155,6934
6155,7996
6155,8368
6155,9611
6155,9635
6155,9891
6155,10197
6155,10736
6155,11153
6155,12545
6155,13478
6155,13536
6155,13912
6155,14082
6155,14823
6155,15084
6156,6309
6156,6718
6156,7131
6156,7892
6156,8639
6156,10173
6156,11487
6158,12292
6159,6580
6159,10583
6159,11153
6160,6513
6160,9028
6162,6466
6163,6225
6163,6301
6163,6365
6163,6383
6163,6468
6163,6880
6163,7359
6163,7455
6163,7611
6163,7637
6163,7719
6163,7899
6163,7905
6163,8195
6163,8361
6163,8717
6163,8801
6163,8955
6163,9118
6163,9140
6163,9164
6163,9178
6163,9291
6163,9308
6163,9453
6163,9466
6163,9607
6163,10055
6163,10068
6163,10298
6163,10313
6163,10616
6163,10644
6163,10668
6163,10872
6163,10975
6163,11003
6163,11182
6163,11233
6163,11278
6163,11283
6163,11553
6163,11619
6163,11773
6163,11787
6163,11876
6163,12002
6163,12227
6163,12345
6163,13043
6163,13074
6163,13084
6163,13095
6163,13324
6163,13473
6163,14043
6163,14063
6163,14326
6163,14476
6163,14636
6163,14899
6163,14931
6163,14974
6163,14998
6163,15027
6163,15056
6163,15199
6163,15300
6164,6426
6164,7207
6164,7338
6164,9446
6164,10067
6164,10253
6164,10459
6164,10714
6164,11157
6164,11955
6164,12357
6164,12448
6164,12470
6164,12661
6164,13149
6164,13598
6164,14237
6164,14395
6164,14397
6164,14498
6164,14872
6164,14884
6165,6264
6165,10643
6165,11107
6165,14298
6166,6519
6166,6781
6166,7658
6166,8101
6166,15329
6167,6377
6167,8410
6167,9139
6167,9446
6167,9594
6167,10610
6167,10710
6167,10727
6167,10772
6167,11206
6167,11619
6167,12357
6167,15015
6167,15173
6168,6866
6168,9095
6168,10620
6168,14558
6169,7331
6169,9028
6169,11186
6169,13440
6170,6259
6170,6690
6170,7305
6170,7609
6170,7838
6170,8004
6170,8043
6170,8251
6170,8398
6170,9248
6170,9682
6170,9720
6170,10667
6170,10869
6170,11597
6170,12342
6170,14043
6170,15224
6171,10095
6172,7469
6172,13930
6172,14043
6172,14489
6173,7550
6173,7721
6173,13243
6174,9194
6174,10320
6174,13858
6174,15357
6174,15417
6175,9082
6175,9139
6175,9643
6177,6577
6177,7861
6177,8068
6177,8069
6177,8084
6177,8479
6177,8534
6177,8969
6177,9139
6177,9611
6177,10696
6177,11998
6177,12028
6177,12448
6177,12581
6177,13190
6177,13409
6177,14043
6177,14146
6177,14187
6177,14749
6177,14884
6178,7725
6178,8224
6178,9230
6178,10992
6178,13598
6178,13864
6178,14065
6179,7726
6179,8324
6179,8398
6179,9446
6179,10634
6179,11432
6179,12013
6179,12020
6179,13036
6179,14213
6180,12466
6181,6280
6181,6380
6181,6442
6181,6597
6181,6800
6181,6959
6181,7147
6181,7186
6181,7224
6181,7251
6181,7475
6181,7677
6181,7711
6181,7729
6181,7763
6181,7779
6181,7918
6181,8008
6181,8074
6181,8528
6181,8667
6181,8681
6181,8781
6181,8840
6181,8889
6181,8939
6181,8991
6181,9010
6181,9062
6181,9091
6181,9139
6181,9350
6181,9351
6181,9433
6181,9449
6181,9451
6181,9513
6181,9607
6181,9611
6181,9662
6181,9751
6181,9807
6181,10017
6181,10092
6181,10179
6181,10241
6181,10253
6181,10393
6181,10536
6181,10548
6181,10667
6181,10822
6181,10878
6181,10978
6181,11124
6181,11152
6181,11257
6181,11577
6181,11579
6181,11612
6181,11673
6181,11733
6181,12079
6181,12246
6181,12256
6181,12257
6181,12362
6181,12365
6181,12633
6181,13017
6181,13126
6181,13274
6181,13315
6181,13326
6181,13576
6181,13579
6181,13582
6181,14003
6181,14029
6181,14159
6181,14210
6181,14340
6181,14482
6181,14494
6181,14519
6181,14545
6181,14866
6181,14872
6181,14945
6182,6330
6182,10832
6182,12362
6183,7496
6183,10832
6183,11004
6183,11834
6183,12332
6183,12671
6183,13084
6183,13334
6183,13784
6183,14063
6184,11773
6184,12847
6185,9790
6185,11157
6185,11535
6185,13576
6186,10692
6187,6547
6188,9391
6188,10191
6188,10798
6188,11001
6188,11072
6188,11681
6188,12293
6188,12342
6188,14102
6188,14395
6189,6736
6189,8245
6189,8517
6189,8819
6189,9785
6189,9952
6189,10378
6189,11321
6189,12723
6189,13282
6189,13399
6189,14237
6189,15390
6190,14802
6191,7422
6191,8840
6191,10131
6191,11681
6191,12194
6191,13496
6191,13779
6191,14928
6192,7752
6193,6755
6193,9466
6193,10313
6193,13246
6194,6547
6194,7428
6194,7731
6194,8534
6194,9594
6194,9902
6194,10440
6194,10459
6194,10772
6194,10849
6194,12357
6194,14063
6194,14146
6194,14884
6194,15126
6194,15251
6195,14506
6196,6547
6196,6616
6196,6868
6196,6988
6196,7090
6196,7338
6196,7377
6196,7673
6196,7860
6196,8116
6196,8398
6196,8410
6196,9026
6196,9139
6196,9424
6196,9576
6196,9633
6196,9645
6196,9814
6196,9874
6196,9901
6196,9992
6196,10068
6196,10096
6196,10151
6196,10313
6196,10554
6196,10772
6196,10832
6196,10872
6196,10876
6196,10884
6196,11003
6196,11337
6196,11375
6196,11432
6196,11788
6196,12091
6196,12362
6196,12393
6196,12397
6196,12462
6196,12575
6196,12630
6196,12793
6196,12818
6196,13084
6196,13395
6196,13650
6196,14202
6196,14354
6196,14632
6196,14779
6196,14888
6196,15054
6196,15056
6196,15412
6197,6529
6197,6931
6197,7861
6197,8028
6197,8081
6197,8189
6197,9142
6197,9168
6197,9855
6197,9943
6197,10692
6197,11523
6197,11848
6197,13054
6197,13407
6197,14151
6197,14480
6197,14617
6197,15177
6198,6914
6198,7164
6198,8457
6198,8534
6198,8915
6198,10849
6198,11938
6198,12331
6198,13987
6199,6235
6199,7256
6199,7496
6199,7748
6199,9437
6199,10068
6199,10808
6199,11425
6199,11834
6199,13279
6199,14063
6200,8536
6200,14353
6200,15427
6201,6866
6201,14343
6201,14938
6202,6365
6202,7751
6202,7820
6202,9139
6202,11108
6202,13084
6202,14545
6203,14043
6204,6204
6204,6207
6204,6426
6204,6588
6204,6608
6204,7154
6204,7338
6204,7752
6204,7838
6204,7977
6204,8193
6204,9030
6204,10052
6204,10131
6204,10341
6204,10437
6204,10476
6204,10854
6204,11021
6204,11202
6204,11463
6204,11542
6204,11730
6204,11815
6204,11818
6204,11889
6204,11901
6204,11955
6204,11966
6204,12468
6204,13124
6204,13598
6204,13967
6204,14007
6204,14144
6204,14208
6204,14495
6204,14537
6204,14860
6204,15265
6205,6226
6205,6369
6205,6396
6205,6477
6205,6704
6205,6957
6205,7611
6205,7653
6205,7940
6205,8043
6205,8360
6205,8584
6205,8783
6205,8958
6205,9129
6205,9406
6205,9416
6205,9837
6205,9874
6205,9878
6205,10918
6205,10975
6205,11375
6205,11409
6205,11544
6205,11836
6205,11855
6205,11947
6205,12008
6205,12136
6205,12304
6205,12362
6205,13095
6205,13119
6205,13276
6205,13573
6205,13644
6205,13902
6205,13963
6205,14071
6205,14371
6205,14668
6205,14761
6205,14804
6205,14954
6205,14962
6205,15012
6205,15111
6205,15129
6205,15186
6205,15427
6206,7283
6206,7338
6206,7613
6206,9091
6206,9139
6206,9458
6206,9770
6206,10238
6206,10723
6206,11308
6206,11621
6206,11783
6206,15142
6207,6767
6207,6866
6207,6894
6207,7752
6207,7755
6207,8107
6207,10076
6207,12216
6207,14885
6208,8069
6209,7590
6209,8725
6209,11018
6209,11861
6210,6672
6210,7157
6210,7375
6210,8650
6210,9611
6210,9724
6210,10327
6210,10490
6210,11717
6210,12779
6210,12783
6210,12809
6210,13598
6210,13605
6210,13966
6210,14446
6211,14116
6212,6547
6212,6988
6212,7592
6212,8802
6212,8943
6212,9291
6212,9902
6212,11432
6212,13009
6212,13566
6212,13572
6212,14065
6212,14208
6213,6630
6213,6960
